Exporter,Importer,Value
Canada,Bahamas,11.0
New Zealand,Marshall Islands,11.0
Denmark,Djibouti,11.0
Iran (Islamic Republic of),Oman,11.0
"China, mainland",Iceland,11.0
Germany,Belize,11.0
Japan,Spain,11.0
"China, mainland",Grenada,11.0
Haiti,France,11.0
United Republic of Tanzania,Pakistan,11.0
United Kingdom,Sudan,11.0
"China, mainland",Libya,11.0
Jordan,Libya,11.0
Ireland,Comoros,10.0
Republic of Korea,Pakistan,10.0
Hungary,Azerbaijan,10.0
Belize,Seychelles,10.0
Sweden,Mauritania,10.0
Republic of Korea,Lao People's Democratic Republic,10.0
Netherlands,Rwanda,10.0
Italy,Bolivia (Plurinational State of),10.0
India,Ecuador,10.0
Philippines,New Zealand,10.0
Switzerland,Côte d'Ivoire,10.0
Japan,New Caledonia,10.0
Bangladesh,Sweden,10.0
Germany,Guyana,10.0
Italy,Madagascar,10.0
Japan,Nigeria,10.0
India,Costa Rica,10.0
Belgium,Algeria,10.0
Haiti,United States of America,10.0
Czechia,Singapore,10.0
Lebanon,Angola,10.0
Saint Vincent and the Grenadines,Antigua and Barbuda,10.0
Cyprus,Czechia,10.0
Czechia,Portugal,10.0
Uganda,Somalia,10.0
Denmark,Honduras,10.0
Jamaica,United Kingdom,10.0
Serbia,Czechia,10.0
Dominica,Saint Lucia,10.0
Greece,Panama,10.0
Jamaica,United States of America,10.0
India,New Caledonia,10.0
United Arab Emirates,Haiti,10.0
Slovakia,Turkmenistan,10.0
North Macedonia,Poland,10.0
Greece,Russian Federation,10.0
Ethiopia,Germany,10.0
Fiji,New Zealand,10.0
Cyprus,"China, mainland",9.0
Switzerland,United Kingdom,9.0
Ethiopia,United States of America,9.0
Democratic Republic of the Congo,Rwanda,9.0
Netherlands,Burundi,9.0
Colombia,United Kingdom,9.0
Peru,Jamaica,9.0
Tajikistan,Ukraine,9.0
Austria,Estonia,9.0
Peru,"China, Taiwan Province of",9.0
Portugal,Egypt,9.0
South Africa,Argentina,9.0
Somalia,Qatar,9.0
Somalia,Oman,9.0
North Macedonia,United States of America,9.0
Barbados,Netherlands,9.0
Switzerland,Slovakia,9.0
Peru,Grenada,9.0
Gambia,United States of America,9.0
Switzerland,Denmark,9.0
Lebanon,Australia,9.0
Lithuania,Greenland,9.0
Kenya,France,9.0
Italy,Indonesia,9.0
Canada,Montenegro,9.0
Bulgaria,Thailand,9.0
Algeria,"China, Hong Kong SAR",9.0
Kazakhstan,Switzerland,9.0
Malta,France,9.0
Myanmar,South Africa,9.0
Greece,United Arab Emirates,9.0
Sri Lanka,Netherlands,9.0
El Salvador,Panama,9.0
Portugal,Brazil,8.0
Bahrain,Antigua and Barbuda,8.0
Finland,Togo,8.0
Slovakia,Turkey,8.0
Pakistan,Iceland,8.0
Pakistan,Peru,8.0
Iran (Islamic Republic of),Ethiopia,8.0
Egypt,Senegal,8.0
Indonesia,Tonga,8.0
South Africa,Mauritania,8.0
Armenia,Kuwait,8.0
Japan,Kiribati,8.0
Paraguay,Uganda,8.0
Thailand,Honduras,8.0
Hungary,Chile,8.0
Zimbabwe,Niger,8.0
Japan,Finland,8.0
Philippines,Cambodia,8.0
Canada,Mongolia,8.0
Italy,Bermuda,8.0
Lebanon,Cyprus,8.0
Greece,New Zealand,8.0
United Arab Emirates,Liberia,8.0
Ukraine,Marshall Islands,8.0
Senegal,Burkina Faso,8.0
Republic of Korea,Kuwait,8.0
Saint Kitts and Nevis,Antigua and Barbuda,8.0
Italy,El Salvador,8.0
United Kingdom,Egypt,8.0
United Arab Emirates,Cyprus,8.0
Denmark,French Polynesia,8.0
Gabon,Congo,8.0
United Arab Emirates,Nepal,8.0
Netherlands,Bangladesh,8.0
Myanmar,Australia,8.0
Qatar,Italy,8.0
Ukraine,Croatia,8.0
Turkey,Mauritius,8.0
Belarus,Serbia,8.0
Croatia,British Virgin Islands,8.0
Bangladesh,Brunei Darussalam,8.0
Chile,Greece,8.0
Ukraine,Malta,8.0
Lebanon,Gambia,8.0
Turkey,Malta,8.0
Benin,Congo,8.0
Bolivia (Plurinational State of),"China, Taiwan Province of",8.0
Bangladesh,Lebanon,8.0
Republic of Moldova,Singapore,7.0
Algeria,Germany,7.0
India,Uruguay,7.0
United Kingdom,Slovenia,7.0
Ecuador,Switzerland,7.0
Portugal,Mauritius,7.0
Republic of Korea,Austria,7.0
Republic of Moldova,Czechia,7.0
United Arab Emirates,Netherlands,7.0
Indonesia,"China, Taiwan Province of",7.0
Dominican Republic,Spain,7.0
Lebanon,Germany,7.0
Cameroon,Congo,7.0
Bangladesh,Japan,7.0
Ireland,Bahrain,7.0
Switzerland,Republic of Moldova,7.0
Malaysia,Qatar,7.0
Bosnia and Herzegovina,United States of America,7.0
Canada,South Sudan,7.0
Malaysia,Bahamas,7.0
"China, Taiwan Province of",Fiji,7.0
Nepal,Japan,7.0
"China, mainland",Paraguay,7.0
South Africa,Falkland Islands (Malvinas),7.0
Netherlands,Democratic People's Republic of Korea,7.0
Côte d'Ivoire,France,7.0
Israel,Italy,7.0
Bangladesh,Belgium,7.0
"China, Taiwan Province of",Namibia,7.0
Bahrain,Marshall Islands,7.0
Venezuela (Bolivarian Republic of),Madagascar,7.0
United Arab Emirates,Spain,7.0
Pakistan,Kyrgyzstan,7.0
Lebanon,Norway,7.0
Papua New Guinea,Ireland,7.0
Ukraine,Singapore,7.0
Serbia,United States of America,7.0
Bolivia (Plurinational State of),Austria,7.0
Bulgaria,Panama,6.0
United Kingdom,Cayman Islands,6.0
Burundi,Uganda,6.0
Albania,Serbia,6.0
Chile,Czechia,6.0
"China, mainland",French Polynesia,6.0
"China, Hong Kong SAR",Kiribati,6.0
"China, Hong Kong SAR",Maldives,6.0
Belgium,Brazil,6.0
Belarus,United Arab Emirates,6.0
"China, Taiwan Province of",Côte d'Ivoire,6.0
Aruba,Colombia,6.0
Cyprus,United Kingdom,6.0
United Kingdom,Nepal,6.0
United Arab Emirates,New Zealand,6.0
Bangladesh,New Zealand,6.0
Austria,Mexico,6.0
"China, Taiwan Province of",Portugal,6.0
Dominica,Antigua and Barbuda,6.0
Belarus,Qatar,6.0
Russian Federation,Maldives,6.0
Greece,Bahamas,6.0
Finland,Greenland,6.0
Singapore,Barbados,6.0
Italy,Nicaragua,6.0
Lebanon,Morocco,6.0
Hungary,Iceland,6.0
Lebanon,Senegal,6.0
Sri Lanka,Japan,6.0
Italy,Cayman Islands,6.0
Liberia,Côte d'Ivoire,6.0
Ireland,Serbia,6.0
Ukraine,Gambia,6.0
Greece,Bosnia and Herzegovina,6.0
Ukraine,Chile,6.0
Peru,Saint Vincent and the Grenadines,6.0
Iran (Islamic Republic of),Senegal,6.0
Malaysia,Bahrain,6.0
South Africa,Uruguay,6.0
Trinidad and Tobago,Aruba,6.0
Japan,Seychelles,6.0
Mexico,Morocco,6.0
Mexico,Niger,6.0
India,Guatemala,6.0
Mexico,Romania,6.0
India,Guyana,6.0
Netherlands,Somalia,6.0
Serbia,Switzerland,6.0
Estonia,United Arab Emirates,6.0
Jordan,Netherlands,6.0
Romania,Myanmar,6.0
Kazakhstan,Czechia,6.0
North Macedonia,Turkey,6.0
Republic of Korea,India,6.0
Republic of Korea,Bahrain,6.0
Greece,Marshall Islands,6.0
Kyrgyzstan,Georgia,6.0
Slovenia,Gambia,6.0
New Zealand,Cayman Islands,6.0
Qatar,Mauritania,6.0
Ghana,Côte d'Ivoire,6.0
Turkey,New Zealand,6.0
Lebanon,Canada,6.0
Turkey,Namibia,6.0
Italy,Seychelles,6.0
Slovakia,Armenia,6.0
New Zealand,Republic of Moldova,5.0
Nepal,United Kingdom,5.0
Bahrain,Luxembourg,5.0
New Caledonia,Wallis and Futuna Islands,5.0
Hungary,Peru,5.0
Turkey,Iceland,5.0
Uganda,Senegal,5.0
Norway,"China, Macao SAR",5.0
Afghanistan,Mozambique,5.0
Belgium,New Caledonia,5.0
Belgium,Rwanda,5.0
Switzerland,Bosnia and Herzegovina,5.0
Japan,Maldives,5.0
Japan,Lebanon,5.0
Kuwait,Gambia,5.0
Chile,Thailand,5.0
Chile,Slovakia,5.0
Sweden,Democratic Republic of the Congo,5.0
"China, Taiwan Province of",Zambia,5.0
Japan,Brazil,5.0
Chile,Croatia,5.0
Japan,Azerbaijan,5.0
Egypt,Gambia,5.0
Thailand,Estonia,5.0
"China, mainland",El Salvador,5.0
Italy,Paraguay,5.0
Italy,Myanmar,5.0
Bulgaria,Maldives,5.0
Spain,Nepal,5.0
"China, mainland",Uruguay,5.0
Malaysia,Mauritius,5.0
Russian Federation,Marshall Islands,5.0
Thailand,Samoa,5.0
Mexico,United Kingdom,5.0
United Arab Emirates,Madagascar,5.0
Egypt,Australia,5.0
Dominican Republic,Guyana,5.0
Palestine,United Arab Emirates,5.0
Panama,Saint Lucia,5.0
United Arab Emirates,Burundi,5.0
Slovakia,Portugal,5.0
Gambia,Israel,5.0
Papua New Guinea,Australia,5.0
Eswatini,Gambia,5.0
Bahamas,Namibia,5.0
Denmark,Turkey,5.0
Singapore,Christmas Island,5.0
Norway,Niger,5.0
Democratic Republic of the Congo,Burundi,5.0
Peru,Panama,5.0
Russian Federation,Montenegro,5.0
Austria,Albania,5.0
Bahrain,"China, Hong Kong SAR",5.0
"China, mainland",North Macedonia,4.0
Sri Lanka,Belgium,4.0
Madagascar,Mauritius,4.0
Falkland Islands (Malvinas),Namibia,4.0
Italy,Italy,4.0
Madagascar,Canada,4.0
Brunei Darussalam,Philippines,4.0
Lebanon,Netherlands,4.0
Greece,Canada,4.0
Bulgaria,Canada,4.0
Ireland,Kenya,4.0
Fiji,Niue,4.0
Fiji,Wallis and Futuna Islands,4.0
"China, mainland",Papua New Guinea,4.0
Cambodia,Japan,4.0
Italy,Antigua and Barbuda,4.0
Philippines,Germany,4.0
Fiji,Samoa,4.0
Lebanon,South Africa,4.0
United Kingdom,Bolivia (Plurinational State of),4.0
Lebanon,Central African Republic,4.0
Thailand,El Salvador,4.0
Kuwait,France,4.0
Japan,Uruguay,4.0
"China, Taiwan Province of",Argentina,4.0
Egypt,Madagascar,4.0
"China, Hong Kong SAR",Northern Mariana Islands,4.0
Romania,Mexico,4.0
Thailand,Antigua and Barbuda,4.0
Japan,Micronesia (Federated States of),4.0
Kazakhstan,Mongolia,4.0
Republic of Korea,Senegal,4.0
Rwanda,Kenya,4.0
"China, Hong Kong SAR",Bahrain,4.0
Kenya,Norway,4.0
Qatar,Philippines,4.0
Lebanon,Mali,4.0
Japan,Czechia,4.0
Lebanon,Algeria,4.0
Saudi Arabia,New Zealand,4.0
Senegal,United Kingdom,4.0
Lebanon,Bahrain,4.0
Chile,Aruba,4.0
Japan,Austria,4.0
Lebanon,Burkina Faso,4.0
Canada,Sweden,4.0
France,Antigua and Barbuda,4.0
Poland,Kuwait,4.0
Canada,Bosnia and Herzegovina,4.0
Malaysia,Australia,4.0
Switzerland,Portugal,4.0
Peru,Mexico,4.0
Belize,Bahrain,4.0
Peru,Australia,4.0
France,Vanuatu,4.0
Croatia,Latvia,4.0
Mexico,South Africa,4.0
Turkey,Haiti,4.0
Iceland,Canada,4.0
Namibia,Malta,4.0
Barbados,Saint Kitts and Nevis,4.0
Côte d'Ivoire,Gabon,4.0
Côte d'Ivoire,Belgium,4.0
Bangladesh,South Africa,4.0
Guyana,Dominican Republic,4.0
New Zealand,North Macedonia,4.0
Bahrain,Bermuda,4.0
Bangladesh,Germany,4.0
Slovenia,Lithuania,4.0
Bahrain,Tuvalu,4.0
Nigeria,Côte d'Ivoire,4.0
Czechia,United States of America,4.0
Ghana,United States of America,4.0
Norway,Madagascar,4.0
Uzbekistan,Turkey,4.0
United Kingdom,Burundi,4.0
France,Kiribati,4.0
Democratic Republic of the Congo,Angola,4.0
Malaysia,Uganda,4.0
Mexico,"China, mainland",4.0
Indonesia,Lebanon,4.0
France,Bermuda,4.0
Singapore,Nepal,4.0
Malta,Spain,4.0
Mexico,Argentina,4.0
Malta,Sweden,4.0
Malaysia,Zambia,4.0
Luxembourg,Serbia,3.0
Peru,Trinidad and Tobago,3.0
"China, Hong Kong SAR",Japan,3.0
Spain,Kazakhstan,3.0
Bulgaria,Bahamas,3.0
Saudi Arabia,Mauritius,3.0
Kenya,United Kingdom,3.0
Spain,Trinidad and Tobago,3.0
Bahrain,United Kingdom,3.0
"China, Hong Kong SAR",Democratic People's Republic of Korea,3.0
Cambodia,Bosnia and Herzegovina,3.0
Sweden,Ukraine,3.0
Saudi Arabia,Sweden,3.0
Slovenia,Ireland,3.0
Bahrain,Malaysia,3.0
Malaysia,Netherlands,3.0
Malaysia,Kenya,3.0
Singapore,Madagascar,3.0
Bahrain,Denmark,3.0
Bahrain,Greece,3.0
Spain,Nicaragua,3.0
Switzerland,Myanmar,3.0
"China, Taiwan Province of",Cameroon,3.0
Japan,Turkey,3.0
Argentina,Iceland,3.0
Marshall Islands,Kiribati,3.0
Norway,Qatar,3.0
Viet Nam,Romania,3.0
Cambodia,Iceland,3.0
Peru,Gabon,3.0
Singapore,Pakistan,3.0
Cabo Verde,Netherlands,3.0
Sri Lanka,Burkina Faso,3.0
Bulgaria,United States of America,3.0
Philippines,Argentina,3.0
Philippines,"China, mainland",3.0
Australia,Georgia,3.0
Morocco,Italy,3.0
Sri Lanka,Sweden,3.0
Namibia,"China, Hong Kong SAR",3.0
Cameroon,Gabon,3.0
Botswana,Zambia,3.0
Mexico,Indonesia,3.0
Mauritius,Comoros,3.0
Lebanon,Greece,3.0
South Africa,Norway,3.0
Lebanon,Gabon,3.0
Canada,Iceland,3.0
Pakistan,Colombia,3.0
Namibia,Germany,3.0
Namibia,Indonesia,3.0
Libya,Cameroon,3.0
Azerbaijan,Russian Federation,3.0
Netherlands,Argentina,3.0
Belarus,"China, mainland",3.0
Chile,Australia,3.0
Bulgaria,Bosnia and Herzegovina,3.0
Lebanon,Ghana,3.0
Ukraine,Bosnia and Herzegovina,3.0
United Arab Emirates,Burkina Faso,3.0
India,Honduras,3.0
United Arab Emirates,Angola,3.0
Ethiopia,Norway,3.0
Japan,Kuwait,3.0
Fiji,Papua New Guinea,3.0
"China, Taiwan Province of",Suriname,3.0
Finland,Luxembourg,3.0
Finland,Slovenia,3.0
"China, Taiwan Province of",Sweden,3.0
"China, Taiwan Province of",Switzerland,3.0
"China, mainland",Comoros,3.0
Hungary,Seychelles,3.0
Gabon,Sao Tome and Principe,3.0
Hungary,Mexico,3.0
Germany,Barbados,3.0
Hungary,Canada,3.0
Italy,Trinidad and Tobago,3.0
"China, Taiwan Province of",Uruguay,3.0
Ghana,United Kingdom,3.0
"China, mainland",Barbados,3.0
Jamaica,Saint Lucia,3.0
Italy,Democratic People's Republic of Korea,3.0
India,Antigua and Barbuda,3.0
Guatemala,Canada,3.0
United Arab Emirates,Morocco,3.0
Israel,Cyprus,3.0
"China, Taiwan Province of",Kiribati,3.0
"China, mainland",Malta,3.0
Iran (Islamic Republic of),United Kingdom,3.0
Estonia,Liberia,3.0
Thailand,Seychelles,3.0
"China, mainland",Trinidad and Tobago,3.0
Japan,Myanmar,3.0
"China, Taiwan Province of",Oman,3.0
Egypt,Guinea,3.0
Netherlands,Chile,2.0
Hungary,Congo,2.0
Namibia,Saint Vincent and the Grenadines,2.0
Nicaragua,Bahrain,2.0
Bulgaria,Bahrain,2.0
New Zealand,Hungary,2.0
Netherlands,Barbados,2.0
Luxembourg,United Arab Emirates,2.0
Slovenia,Spain,2.0
Iraq,United Arab Emirates,2.0
Haiti,Canada,2.0
Czechia,Bahrain,2.0
Barbados,Dominica,2.0
Barbados,Anguilla,2.0
Bangladesh,Switzerland,2.0
Turkey,Nigeria,2.0
Mexico,India,2.0
Malaysia,Canada,2.0
Benin,Gabon,2.0
Tunisia,France,2.0
Mexico,Philippines,2.0
Croatia,Belgium,2.0
United Kingdom,Kazakhstan,2.0
Belgium,Mexico,2.0
Belgium,Kiribati,2.0
Turkey,Djibouti,2.0
Nicaragua,Mexico,2.0
Mozambique,Eswatini,2.0
Mexico,Dominican Republic,2.0
Uruguay,Greenland,2.0
Colombia,Spain,2.0
Myanmar,Mauritius,2.0
Indonesia,India,2.0
Bhutan,Kuwait,2.0
Thailand,Tonga,2.0
United Kingdom,Greenland,2.0
Belgium,Bangladesh,2.0
United Kingdom,Montserrat,2.0
Japan,Romania,2.0
Slovenia,Luxembourg,2.0
Zambia,Burundi,2.0
Australia,Bulgaria,2.0
United Arab Emirates,Bangladesh,2.0
Philippines,Thailand,2.0
Philippines,United Kingdom,2.0
Senegal,Cabo Verde,2.0
Saudi Arabia,United Republic of Tanzania,2.0
Argentina,Norway,2.0
Argentina,Madagascar,2.0
Saudi Arabia,Netherlands,2.0
Republic of Korea,Afghanistan,2.0
Republic of Korea,Côte d'Ivoire,2.0
Philippines,Jordan,2.0
Republic of Korea,French Polynesia,2.0
Samoa,Cook Islands,2.0
Saint Lucia,United States of America,2.0
Saint Lucia,France,2.0
Republic of Korea,Japan,2.0
Egypt,"China, mainland",2.0
Republic of Korea,Switzerland,2.0
Zimbabwe,Ethiopia,2.0
United Arab Emirates,Kazakhstan,2.0
Russian Federation,Greenland,2.0
Australia,Cameroon,2.0
Philippines,Georgia,2.0
Czechia,Iceland,2.0
Bahamas,Haiti,2.0
Czechia,North Macedonia,2.0
Czechia,Republic of Korea,2.0
Vanuatu,Barbados,2.0
Bahrain,Germany,2.0
Bahrain,Eswatini,2.0
Gibraltar,Namibia,2.0
Ireland,"China, Macao SAR",2.0
Viet Nam,Austria,2.0
Bahrain,Bangladesh,2.0
Bahrain,Bahamas,2.0
Côte d'Ivoire,Panama,2.0
Ethiopia,Pakistan,2.0
Pakistan,Montenegro,2.0
Palestine,Qatar,2.0
France,British Virgin Islands,2.0
Austria,"China, Macao SAR",2.0
Peru,Kuwait,2.0
Finland,Ukraine,2.0
Peru,United Arab Emirates,2.0
Ethiopia,United Kingdom,2.0
Philippines,"China, Macao SAR",2.0
Ethiopia,Panama,2.0
United Kingdom,Panama,2.0
Namibia,Bahrain,2.0
Latvia,Slovenia,2.0
Syrian Arab Republic,Canada,2.0
Lebanon,Togo,2.0
Switzerland,Chile,2.0
Italy,Sierra Leone,2.0
"China, Hong Kong SAR",Tunisia,2.0
Sweden,Bosnia and Herzegovina,2.0
"China, mainland",Malawi,2.0
Italy,Cambodia,2.0
Thailand,Guyana,2.0
"China, Hong Kong SAR",Solomon Islands,2.0
Lebanon,Romania,2.0
Chile,United Arab Emirates,2.0
"China, Hong Kong SAR",Seychelles,2.0
Lebanon,Oman,2.0
Lebanon,Cameroon,2.0
Jordan,Switzerland,2.0
"China, Hong Kong SAR",Mauritius,2.0
Italy,Honduras,2.0
"China, Hong Kong SAR",Congo,2.0
"China, mainland",Cabo Verde,2.0
Kenya,Burundi,2.0
Italy,Senegal,2.0
Lebanon,Equatorial Guinea,2.0
Kenya,Angola,2.0
"China, Hong Kong SAR",Indonesia,2.0
"China, mainland","China, mainland",2.0
Syrian Arab Republic,Lebanon,2.0
Israel,Singapore,2.0
Burundi,Democratic Republic of the Congo,2.0
"China, mainland",Republic of Moldova,2.0
"China, Taiwan Province of",Austria,2.0
"China, Taiwan Province of",Costa Rica,2.0
Thailand,Central African Republic,2.0
"China, mainland",Montenegro,2.0
Lebanon,Austria,2.0
Libya,Niger,2.0
United Republic of Tanzania,South Africa,2.0
Luxembourg,Georgia,2.0
Japan,Bahamas,2.0
Japan,Chile,2.0
Chile,Madagascar,2.0
Sweden,"China, mainland",2.0
United Republic of Tanzania,United States of America,1.0
Azerbaijan,United States of America,1.0
Ukraine,Seychelles,1.0
Kenya,South Africa,1.0
Japan,Greenland,1.0
Kyrgyzstan,Germany,1.0
Kenya,Kuwait,1.0
Sweden,Republic of Moldova,1.0
Ukraine,Gibraltar,1.0
Oman,Egypt,1.0
Philippines,France,1.0
Singapore,Iceland,1.0
"China, Hong Kong SAR",Fiji,1.0
Latvia,Georgia,1.0
Germany,Mongolia,1.0
Philippines,Iceland,1.0
"China, Hong Kong SAR",Guyana,1.0
Bahamas,Pakistan,1.0
Kazakhstan,Montenegro,1.0
"China, Taiwan Province of",Spain,1.0
Kuwait,Germany,1.0
United States of America,Greenland,1.0
Kuwait,Switzerland,1.0
Slovakia,Benin,1.0
Pakistan,New Caledonia,1.0
Gambia,Netherlands,1.0
Gabon,Togo,1.0
Kuwait,Zimbabwe,1.0
Paraguay,Bahrain,1.0
France,Sri Lanka,1.0
Ukraine,Montenegro,1.0
Sweden,Kuwait,1.0
Denmark,India,1.0
Viet Nam,Greenland,1.0
Sweden,Luxembourg,1.0
Thailand,Bolivia (Plurinational State of),1.0
Democratic People's Republic of Korea,Paraguay,1.0
Ukraine,North Macedonia,1.0
Austria,Pakistan,1.0
Austria,Cameroon,1.0
Peru,New Zealand,1.0
Austria,Burkina Faso,1.0
Austria,Seychelles,1.0
Finland,United Arab Emirates,1.0
Slovakia,Norway,1.0
Azerbaijan,"China, mainland",1.0
Panama,Colombia,1.0
Serbia,Sweden,1.0
Ireland,French Polynesia,1.0
Philippines,Saudi Arabia,1.0
Republic of Korea,Paraguay,1.0
Saudi Arabia,Bosnia and Herzegovina,1.0
"China, Hong Kong SAR",Uganda,1.0
"China, Hong Kong SAR",United Republic of Tanzania,1.0
Zambia,Germany,1.0
Switzerland,Croatia,1.0
United Arab Emirates,Kyrgyzstan,1.0
Saint Vincent and the Grenadines,Barbados,1.0
Antigua and Barbuda,Canada,1.0
Antigua and Barbuda,Bahrain,1.0
"Saint Helena, Ascension and Tristan da Cunha",Namibia,1.0
Egypt,Cameroon,1.0
Switzerland,Lithuania,1.0
Republic of Korea,Morocco,1.0
Republic of Korea,Norway,1.0
Republic of Korea,Serbia,1.0
"China, Taiwan Province of",Sao Tome and Principe,1.0
Republic of Korea,Sweden,1.0
Zimbabwe,Australia,1.0
"China, Taiwan Province of",India,1.0
Republic of Korea,Tunisia,1.0
"China, Taiwan Province of",Ghana,1.0
Zimbabwe,France,1.0
Switzerland,Zambia,1.0
Zimbabwe,Mauritius,1.0
Egypt,Malta,1.0
Zimbabwe,Namibia,1.0
"China, Taiwan Province of",French Polynesia,1.0
Zimbabwe,Pakistan,1.0
Albania,Bahrain,1.0
Zimbabwe,United Republic of Tanzania,1.0
Republic of Korea,Colombia,1.0
Republic of Korea,Bulgaria,1.0
Zambia,Austria,1.0
Egypt,Austria,1.0
"China, Taiwan Province of",Saint Kitts and Nevis,1.0
Armenia,Ukraine,1.0
Ethiopia,Austria,1.0
Poland,French Polynesia,1.0
Serbia,Kazakhstan,1.0
"China, Hong Kong SAR",Lebanon,1.0
Serbia,Ecuador,1.0
Ecuador,Bahrain,1.0
Germany,Venezuela (Bolivarian Republic of),1.0
Viet Nam,Slovakia,1.0
"China, Taiwan Province of",Paraguay,1.0
Portugal,Namibia,1.0
Portugal,Senegal,1.0
Saudi Arabia,Switzerland,1.0
"China, Hong Kong SAR",Nigeria,1.0
Argentina,Niger,1.0
Portugal,Sweden,1.0
Saudi Arabia,South Africa,1.0
Saudi Arabia,Serbia,1.0
Saudi Arabia,Republic of Korea,1.0
Qatar,Kazakhstan,1.0
Ecuador,France,1.0
Ecuador,Maldives,1.0
Syrian Arab Republic,United Arab Emirates,1.0
United Arab Emirates,Côte d'Ivoire,1.0
Argentina,Greenland,1.0
Saudi Arabia,Maldives,1.0
United Arab Emirates,Eswatini,1.0
Qatar,United States of America,1.0
Portugal,Iran (Islamic Republic of),1.0
Bahrain,Ethiopia,1.0
Côte d'Ivoire,Congo,1.0
Spain,Honduras,1.0
Togo,Sao Tome and Principe,1.0
Colombia,Netherlands,1.0
Colombia,Nicaragua,1.0
Lebanon,Switzerland,1.0
Mexico,Bolivia (Plurinational State of),1.0
Mexico,Bulgaria,1.0
Trinidad and Tobago,Canada,1.0
Lebanon,Seychelles,1.0
Spain,El Salvador,1.0
Colombia,Switzerland,1.0
Cook Islands,Namibia,1.0
Mexico,Nepal,1.0
Lebanon,Russian Federation,1.0
Mexico,Portugal,1.0
India,Slovakia,1.0
Lebanon,Paraguay,1.0
Lebanon,Panama,1.0
India,Greenland,1.0
Mexico,Switzerland,1.0
Spain,Burkina Faso,1.0
Belgium,Indonesia,1.0
United Kingdom,Guyana,1.0
Montenegro,Albania,1.0
Montenegro,Liberia,1.0
Montenegro,United Kingdom,1.0
South Sudan,Uganda,1.0
Morocco,Iceland,1.0
Lebanon,New Zealand,1.0
Cambodia,Republic of Moldova,1.0
Israel,Republic of Korea,1.0
Malta,Maldives,1.0
"China, mainland",Greenland,1.0
Malta,Germany,1.0
Luxembourg,North Macedonia,1.0
"China, mainland",Saint Lucia,1.0
Bulgaria,Slovenia,1.0
Bulgaria,Australia,1.0
Israel,Canada,1.0
"China, mainland",Seychelles,1.0
Israel,"China, mainland",1.0
Madagascar,Comoros,1.0
Spain,Venezuela (Bolivarian Republic of),1.0
Malawi,South Africa,1.0
Iran (Islamic Republic of),Norway,1.0
Brazil,Finland,1.0
Spain,Pakistan,1.0
Israel,Mexico,1.0
Iran (Islamic Republic of),Netherlands,1.0
"China, mainland",Ukraine,1.0
Malaysia,Ethiopia,1.0
Botswana,Kuwait,1.0
Iran (Islamic Republic of),Guinea,1.0
Iran (Islamic Republic of),Austria,1.0
Cambodia,Armenia,1.0
Malaysia,Seychelles,1.0
Indonesia,Samoa,1.0
Malaysia,United Republic of Tanzania,1.0
Bolivia (Plurinational State of),New Caledonia,1.0
Bolivia (Plurinational State of),Morocco,1.0
Indonesia,Netherlands,1.0
Togo,Belgium,1.0
Spain,Iran (Islamic Republic of),1.0
South Africa,Turkey,1.0
Italy,Saint Lucia,1.0
Norway,Mali,1.0
Greece,Switzerland,1.0
Bahrain,Viet Nam,1.0
Nigeria,Belgium,1.0
Greece,South Africa,1.0
Bahrain,Togo,1.0
Bahrain,Thailand,1.0
Slovenia,Latvia,1.0
Nigeria,Canada,1.0
Greece,Slovenia,1.0
Czechia,Maldives,1.0
Nigeria,South Africa,1.0
Nigeria,United Arab Emirates,1.0
Nigeria,United Kingdom,1.0
Greece,Montenegro,1.0
Uganda,Malawi,1.0
Sweden,Chile,1.0
Slovenia,Finland,1.0
North Macedonia,Switzerland,1.0
Uzbekistan,Latvia,1.0
Greece,Kuwait,1.0
Lebanon,Belarus,1.0
Greece,Iraq,1.0
Czechia,Seychelles,1.0
Luxembourg,Kazakhstan,1.0
Norway,Ghana,1.0
Chile,Cameroon,1.0
United Republic of Tanzania,Namibia,1.0
Bahrain,Cayman Islands,1.0
Chile,El Salvador,1.0
Ghana,Rwanda,1.0
Niger,Nigeria,1.0
Canada,Turks and Caicos Islands,1.0
Myanmar,Thailand,1.0
Nicaragua,Norway,1.0
Japan,Republic of Moldova,1.0
Canada,Argentina,1.0
Namibia,"China, mainland",1.0
Lebanon,Malaysia,1.0
Lebanon,Kenya,1.0
Cyprus,Ghana,1.0
Namibia,Liberia,1.0
Lebanon,Hungary,1.0
Hungary,"China, Macao SAR",1.0
Turkey,Myanmar,1.0
Italy,Zambia,1.0
Sudan,United Kingdom,1.0
South Africa,Czechia,1.0
South Africa,Burundi,1.0
Czechia,Canada,1.0
Lebanon,Denmark,1.0
Honduras,Argentina,1.0
Suriname,Ukraine,1.0
Sweden,Afghanistan,1.0
Lebanon,"China, mainland",1.0
